Region,Latitude,Longitude,AgeRange,UserId,Label,Total_Quantity,Total_Value,Total_churn_period,StDev_Quantity,StDev_Value,StDev_churn_period,AvgTimeDelta,Recency,Unique_TransactionId,Unique_ItemId,Unique_churn_period,Total_Quantity_per_Unique_TransactionId,Total_Quantity_per_Unique_ItemId,Total_Quantity_per_Unique_churn_period,Total_Value_per_Unique_TransactionId,Total_Value_per_Unique_ItemId,Total_Value_per_Unique_churn_period,Total_churn_period_per_Unique_TransactionId,Total_churn_period_per_Unique_ItemId,Total_churn_period_per_Unique_churn_period
Pacific,45.192361,-119.326172,36-40,1480245,Churner,58,4356,693,1.69614089609146,111.661878006775,0,2.21212121212121,11,33,31,1,1.70588235294118,1.8125,29,128.117647058824,136.125,2178,20.3823529411765,21.65625,346.5
Pacific,45.192361,-119.326172,36-40,1465310,Nonchurner,18,1443,357,0.242535625036333,58.0849403384186,0,0.470588235294118,87,17,13,1,1,1.28571428571429,9,80.1666666666667,103.071428571429,721.5,19.8333333333333,25.5,178.5
Pacific,45.192361,-119.326172,36-40,2081205,Churner,9,637,168,0.353553390593274,44.8168893546682,0,0,87,8,8,1,1,1,4.5,70.7777777777778,70.7777777777778,318.5,18.6666666666667,18.6666666666667,84
Pacific,45.192361,-119.326172,36-40,706728,Churner,24,3457,420,0.410391340834062,327.023301117343,0,0,17,20,16,1,1.14285714285714,1.41176470588235,12,164.619047619048,203.352941176471,1728.5,20,24.7058823529412,210
Pacific,45.192361,-119.326172,36-40,538169,Churner,21,1263,231,1.64039906452945,150.520974074591,0,0,79,11,7,1,1.75,2.625,10.5,105.25,157.875,631.5,19.25,28.875,115.5
Pacific,45.192361,-119.326172,36-40,647151,Nonchurner,15,782,168,0.991031208965115,39.2237173149104,0,3.625,41,8,7,1,1.66666666666667,1.875,7.5,86.8888888888889,97.75,391,18.6666666666667,21,84
Pacific,45.192361,-119.326172,36-40,1583991,Nonchurner,27,2201,462,0.428932027228889,64.0479561940949,0,0.636363636363636,77,22,17,1,1.17391304347826,1.5,13.5,95.695652173913,122.277777777778,1100.5,20.0869565217391,25.6666666666667,231
Pacific,45.192361,-119.326172,36-40,1910711,Nonchurner,49,3052,798,0.653799487273455,81.8591754711672,0,2.10526315789474,0,38,31,1,1.25641025641026,1.53125,24.5,78.2564102564103,95.375,1526,20.4615384615385,24.9375,399
Pacific,45.192361,-119.326172,36-40,1789850,Churner,7,616,126,0.408248290463863,67.6747121653773,0,0,70,6,5,1,1,1.16666666666667,3.5,88,102.666666666667,308,18,21,63
Pacific,45.192361,-119.326172,36-40,754446,Churner,35,2941,651,0.427546136603678,55.0809960787953,0,2.48387096774194,10,31,18,1,1.09375,1.84210526315789,17.5,91.90625,154.789473684211,1470.5,20.34375,34.2631578947368,325.5
Pacific,45.192361,-119.326172,36-40,1530704,Churner,7,785,105,0.894427190999916,100.491293155178,0,0,59,5,5,1,1.16666666666667,1.16666666666667,3.5,130.833333333333,130.833333333333,392.5,17.5,17.5,52.5
Pacific,45.192361,-119.326172,36-40,1557466,Churner,29,1766,399,0.611775290321498,74.1496037932102,0,0,89,19,16,1,1.45,1.70588235294118,14.5,88.3,103.882352941176,883,19.95,23.4705882352941,199.5
Pacific,45.192361,-119.326172,36-40,236348,Nonchurner,19,1524,273,0.518874521662771,62.1210563418366,0,1.76923076923077,0,13,11,1,1.35714285714286,1.58333333333333,9.5,108.857142857143,127,762,19.5,22.75,136.5
Pacific,45.192361,-119.326172,36-40,80057,Churner,19,1326,294,0.841897386141095,64.7960451920291,0,1.78571428571429,12,14,11,1,1.26666666666667,1.58333333333333,9.5,88.4,110.5,663,19.6,24.5,147
Pacific,45.192361,-119.326172,36-40,1458060,Churner,20,2380,294,1.34245960914949,299.791209395421,0,2.07142857142857,22,14,13,1,1.33333333333333,1.42857142857143,10,158.666666666667,170,1190,19.6,21,147
Pacific,45.192361,-119.326172,36-40,986540,Churner,12,1353,168,1.0690449676497,229.55761026063,0,7.25,19,8,7,1,1.33333333333333,1.5,6,150.333333333333,169.125,676.5,18.6666666666667,21,84
Pacific,45.192361,-119.326172,36-40,2158662,Churner,5,274,84,0.5,20.5993527406405,0,0,67,4,4,1,1,1,2.5,54.8,54.8,137,16.8,16.8,42
Pacific,45.192361,-119.326172,36-40,2086248,Churner,6,1722,105,0.447213595499958,548.509617053338,0,0,10,5,4,1,1,1.2,3,287,344.4,861,17.5,21,52.5
Pacific,45.192361,-119.326172,36-40,2041537,Nonchurner,19,1186,336,0.403112887414928,48.1246645009951,0,0,61,16,16,1,1.11764705882353,1.11764705882353,9.5,69.7647058823529,69.7647058823529,593,19.7647058823529,19.7647058823529,168
Pacific,45.192361,-119.326172,36-40,520409,Churner,81,5044,840,2.31480740739556,123.75861534372,0,1.175,13,40,30,1,1.97560975609756,2.61290322580645,40.5,123.024390243902,162.709677419355,2522,20.4878048780488,27.0967741935484,420
Pacific,45.192361,-119.326172,36-40,1125542,Churner,42,3055,504,1.11316235778192,68.3542430009424,0,0,59,24,19,1,1.68,2.1,21,122.2,152.75,1527.5,20.16,25.2,252
Pacific,45.192361,-119.326172,36-40,1128345,Churner,34,2023,399,2.97356776670011,104.464969365627,0,0,51,19,17,1,1.7,1.88888888888889,17,101.15,112.388888888889,1011.5,19.95,22.1666666666667,199.5
Pacific,45.192361,-119.326172,36-40,1933529,Nonchurner,29,3404,588,0.188982236504614,87.2380432522199,0,2.89285714285714,11,28,22,1,1,1.26086956521739,14.5,117.379310344828,148,1702,20.2758620689655,25.5652173913043,294
Pacific,45.192361,-119.326172,36-40,1633801,Nonchurner,58,3637,945,0.626034497387478,60.3893762815677,0,2,5,45,28,1,1.26086956521739,2,29,79.0652173913043,125.413793103448,1818.5,20.5434782608696,32.5862068965517,472.5
Pacific,45.192361,-119.326172,36-40,1539677,Nonchurner,8,259,147,0.377964473009227,10.7548438699345,0,0,16,7,6,1,1,1.14285714285714,4,32.375,37,129.5,18.375,21,73.5
Pacific,45.192361,-119.326172,36-40,1026320,Churner,2,168,42,0,21.2132034355964,0,0,31,2,2,1,0.666666666666667,0.666666666666667,1,56,56,84,14,14,21
Pacific,45.192361,-119.326172,36-40,590303,Nonchurner,16,1238,126,1.96638416050035,115.828609016368,0,0,86,6,5,1,2.28571428571429,2.66666666666667,8,176.857142857143,206.333333333333,619,18,21,63
Pacific,45.192361,-119.326172,36-40,1858211,Nonchurner,4,344,84,0,66.9676538835479,0,6,63,4,4,1,0.8,0.8,2,68.8,68.8,172,16.8,16.8,42
Pacific,45.192361,-119.326172,36-40,1422788,Churner,37,2167,609,0.95978240555339,65.2669772942118,0,0.620689655172414,52,29,23,1,1.23333333333333,1.54166666666667,18.5,72.2333333333333,90.2916666666667,1083.5,20.3,25.375,304.5
Pacific,45.192361,-119.326172,36-40,1398212,Nonchurner,11,235,105,2.16794833886788,28.9309522829789,0,0,92,5,5,1,1.83333333333333,1.83333333333333,5.5,39.1666666666667,39.1666666666667,117.5,17.5,17.5,52.5
Pacific,45.192361,-119.326172,36-40,1658545,Nonchurner,57,10325,966,0.565087313162828,257.537717325852,0,1.39130434782609,10,46,21,1,1.21276595744681,2.59090909090909,28.5,219.68085106383,469.318181818182,5162.5,20.5531914893617,43.9090909090909,483
Pacific,45.192361,-119.326172,36-40,1617030,Churner,10,543,189,0.333333333333333,35.1140997321589,0,0,73,9,9,1,1,1,5,54.3,54.3,271.5,18.9,18.9,94.5
Pacific,45.192361,-119.326172,36-40,1635799,Nonchurner,18,925,231,0.504524979109513,37.7000120569067,0,0,61,11,8,1,1.5,2,9,77.0833333333333,102.777777777778,462.5,19.25,25.6666666666667,115.5
Pacific,45.192361,-119.326172,36-40,994200,Nonchurner,168,11017,1764,3.01002341583175,146.810056289252,0,0.916666666666667,4,84,61,1,1.97647058823529,2.70967741935484,84,129.611764705882,177.693548387097,5508.5,20.7529411764706,28.4516129032258,882
Pacific,45.192361,-119.326172,36-40,1626506,Nonchurner,8,521,105,1.34164078649987,34.4775289137722,0,0,5,5,5,1,1.33333333333333,1.33333333333333,4,86.8333333333333,86.8333333333333,260.5,17.5,17.5,52.5
Pacific,45.192361,-119.326172,36-40,1424584,Churner,6,208,126,0,27.8040764397357,0,0,29,6,6,1,0.857142857142857,0.857142857142857,3,29.7142857142857,29.7142857142857,104,18,18,63
Pacific,45.192361,-119.326172,36-40,1786088,Nonchurner,4,281,63,0.577350269189626,125.045325115869,0,0,60,3,3,1,1,1,2,70.25,70.25,140.5,15.75,15.75,31.5
Pacific,45.192361,-119.326172,36-40,1796049,Nonchurner,39,10588,567,0.974021534011414,745.110714731695,0,0.666666666666667,25,27,20,1,1.39285714285714,1.85714285714286,19.5,378.142857142857,504.190476190476,5294,20.25,27,283.5
Pacific,45.192361,-119.326172,36-40,2121734,Churner,39,1255,588,0.737326788914382,30.5566305727198,0,3.03571428571429,3,28,18,1,1.3448275862069,2.05263157894737,19.5,43.2758620689655,66.0526315789474,627.5,20.2758620689655,30.9473684210526,294
Pacific,45.192361,-119.326172,36-40,556354,Churner,24,2932,357,0.795206225564457,253.254101064291,0,0.117647058823529,86,17,14,1,1.33333333333333,1.6,12,162.888888888889,195.466666666667,1466,19.8333333333333,23.8,178.5
Pacific,45.192361,-119.326172,36-40,295024,Nonchurner,34,4405,672,0.245934688418982,91.6499685426622,0,1.78125,16,32,22,1,1.03030303030303,1.47826086956522,17,133.484848484849,191.521739130435,2202.5,20.3636363636364,29.2173913043478,336
Pacific,45.192361,-119.326172,36-40,1574067,Churner,44,6609,714,0.675520529473199,460.585662397797,0,0,18,34,26,1,1.25714285714286,1.62962962962963,22,188.828571428571,244.777777777778,3304.5,20.4,26.4444444444444,357
Pacific,45.192361,-119.326172,36-40,2063737,Nonchurner,49,6438,840,0.697523090326379,158.024819537133,0,2.225,4,40,26,1,1.19512195121951,1.81481481481481,24.5,157.024390243902,238.444444444444,3219,20.4878048780488,31.1111111111111,420
Pacific,45.192361,-119.326172,36-40,437585,Churner,41,5388,546,0.757526338714473,425.140664504567,0,0,67,26,15,1,1.51851851851852,2.5625,20.5,199.555555555556,336.75,2694,20.2222222222222,34.125,273
Pacific,45.192361,-119.326172,36-40,2059068,Churner,9,496,63,3.46410161513775,198.285988746894,0,0,77,3,3,1,2.25,2.25,4.5,124,124,248,15.75,15.75,31.5
Pacific,45.192361,-119.326172,36-40,1536126,Churner,67,4949,1134,0.547211979386733,86.9892982807303,0,0.222222222222222,12,54,34,1,1.21818181818182,1.91428571428571,33.5,89.9818181818182,141.4,2474.5,20.6181818181818,32.4,567
Pacific,45.192361,-119.326172,41-45,556378,Churner,43,4355,441,1.59612626305661,325.810754302321,0,1.71428571428571,52,21,16,1,1.95454545454545,2.52941176470588,21.5,197.954545454545,256.176470588235,2177.5,20.0454545454545,25.9411764705882,220.5
Pacific,45.192361,-119.326172,41-45,436908,Nonchurner,69,7562,1176,0.539058823862865,103.378732521067,0,1.57142857142857,2,56,40,1,1.21052631578947,1.68292682926829,34.5,132.666666666667,184.439024390244,3781,20.6315789473684,28.6829268292683,588
Pacific,45.192361,-119.326172,41-45,1896053,Churner,3,157,63,0,16.1658075373095,0,0,59,3,3,1,0.75,0.75,1.5,39.25,39.25,78.5,15.75,15.75,31.5
Pacific,45.192361,-119.326172,41-45,2061337,Nonchurner,69,5864,1071,0.770026737503697,72.3545410312521,0,1.23529411764706,18,51,35,1,1.32692307692308,1.91666666666667,34.5,112.769230769231,162.888888888889,2932,20.5961538461538,29.75,535.5
Pacific,45.192361,-119.326172,41-45,1734409,Churner,23,2022,399,0.418853908291696,55.401881024498,0,0.315789473684211,72,19,14,1,1.15,1.53333333333333,11.5,101.1,134.8,1011,19.95,26.6,199.5
Pacific,45.192361,-119.326172,41-45,1442816,Churner,19,2896,336,0.403112887414928,484.939583865867,0,4.5,13,16,11,1,1.11764705882353,1.58333333333333,9.5,170.352941176471,241.333333333333,1448,19.7647058823529,28,168
Pacific,45.192361,-119.326172,41-45,1735611,Churner,2,264,42,0,131.521861300698,0,0,16,2,2,1,0.666666666666667,0.666666666666667,1,88,88,132,14,14,21
Pacific,45.192361,-119.326172,41-45,1062137,Nonchurner,28,1636,399,0.772328445721233,69.0602753935061,0,0,78,19,14,1,1.4,1.86666666666667,14,81.8,109.066666666667,818,19.95,26.6,199.5
Pacific,45.192361,-119.326172,41-45,267120,Churner,13,1141,231,0.404519917477945,74.1567136665197,0,0,4,11,9,1,1.08333333333333,1.3,6.5,95.0833333333333,114.1,570.5,19.25,23.1,115.5
Pacific,45.192361,-119.326172,41-45,1747089,Nonchurner,4,368,21,0,0,0,0,76,1,1,1,2,2,2,184,184,184,10.5,10.5,10.5
Pacific,45.192361,-119.326172,41-45,50593,Churner,18,1285,294,1.0690449676497,54.7078655172229,0,0,24,14,14,1,1.2,1.2,9,85.6666666666667,85.6666666666667,642.5,19.6,19.6,147
Pacific,45.192361,-119.326172,41-45,1255294,Churner,20,977,420,0,24.6966330541336,0,0,32,20,17,1,0.952380952380952,1.11111111111111,10,46.5238095238095,54.2777777777778,488.5,20,23.3333333333333,210
Pacific,45.192361,-119.326172,41-45,1817027,Churner,6,361,105,0.447213595499958,22.5211012164148,0,12,26,5,2,1,1,2,3,60.1666666666667,120.333333333333,180.5,17.5,35,52.5
Pacific,45.192361,-119.326172,41-45,601665,Churner,40,3422,567,1.1887411043223,182.744165979191,0,2.92592592592593,1,27,20,1,1.42857142857143,1.9047619047619,20,122.214285714286,162.952380952381,1711,20.25,27,283.5
Pacific,45.192361,-119.326172,41-45,1570083,Nonchurner,50,2472,462,2.353959545346,107.060083466535,0,0,16,22,16,1,2.17391304347826,2.94117647058824,25,107.478260869565,145.411764705882,1236,20.0869565217391,27.1764705882353,231
Pacific,45.192361,-119.326172,41-45,1755527,Churner,3,226,63,0,23.5017729827631,0,0,77,3,3,1,0.75,0.75,1.5,56.5,56.5,113,15.75,15.75,31.5
Pacific,45.192361,-119.326172,41-45,2169781,Churner,5,775,84,0.5,137.998490329907,0,0,22,4,4,1,1,1,2.5,155,155,387.5,16.8,16.8,42
Pacific,45.192361,-119.326172,41-45,1972245,Churner,25,2061,399,0.820069887194403,107.671500624741,0,0.842105263157895,8,19,15,1,1.25,1.5625,12.5,103.05,128.8125,1030.5,19.95,24.9375,199.5
Pacific,45.192361,-119.326172,41-45,1754407,Churner,6,123,63,0,30.0499584026334,0,16.6666666666667,37,3,3,1,1.5,1.5,3,30.75,30.75,61.5,15.75,15.75,31.5
Pacific,45.192361,-119.326172,41-45,1984927,Churner,31,3014,504,0.550032937090187,166.685832231377,0,1.95833333333333,12,24,20,1,1.24,1.47619047619048,15.5,120.56,143.52380952381,1507,20.16,24,252
Pacific,45.192361,-119.326172,41-45,2161549,Churner,39,3120,630,0.987857312047401,214.706535884971,0,1.5,27,30,24,1,1.25806451612903,1.56,19.5,100.645161290323,124.8,1560,20.3225806451613,25.2,315
Pacific,45.192361,-119.326172,41-45,582834,Churner,9,1121,147,0.487950036474267,130.776435914412,0,0,81,7,7,1,1.125,1.125,4.5,140.125,140.125,560.5,18.375,18.375,73.5
Pacific,45.192361,-119.326172,41-45,2077239,Churner,112,7863,1554,1.01013010477958,83.8905126006855,0,1.17567567567568,6,74,45,1,1.49333333333333,2.43478260869565,56,104.84,170.934782608696,3931.5,20.72,33.7826086956522,777
Pacific,45.192361,-119.326172,41-45,798792,Churner,37,4579,609,0.701862406343596,215.817440184256,0,1.51724137931034,52,29,21,1,1.23333333333333,1.68181818181818,18.5,152.633333333333,208.136363636364,2289.5,20.3,27.6818181818182,304.5
Pacific,45.192361,-119.326172,41-45,1830378,Churner,21,1608,315,0.736788397613007,91.1068446542692,0,0,28,15,12,1,1.3125,1.61538461538462,10.5,100.5,123.692307692308,804,19.6875,24.2307692307692,157.5
Pacific,45.192361,-119.326172,41-45,2110721,Churner,1,812,21,0,0,0,0,96,1,1,1,0.5,0.5,0.5,406,406,406,10.5,10.5,10.5
Pacific,45.192361,-119.326172,41-45,1158274,Nonchurner,3,192,63,0,8.66025403784439,0,9.66666666666667,55,3,3,1,0.75,0.75,1.5,48,48,96,15.75,15.75,31.5
Pacific,45.192361,-119.326172,41-45,1105797,Churner,14,1558,168,1.03509833901353,222.97261202732,0,0,3,8,7,1,1.55555555555556,1.75,7,173.111111111111,194.75,779,18.6666666666667,21,84
Pacific,45.192361,-119.326172,41-45,2118291,Nonchurner,20,2108,252,1.15470053837925,175.196686007124,0,0,60,12,9,1,1.53846153846154,2,10,162.153846153846,210.8,1054,19.3846153846154,25.2,126
Pacific,45.192361,-119.326172,41-45,1997040,Churner,5,216,84,0.5,41.4004830889689,0,0,87,4,4,1,1,1,2.5,43.2,43.2,108,16.8,16.8,42
Pacific,45.192361,-119.326172,41-45,896139,Churner,63,8590,882,0.707106781186548,242.425974428931,0,0,54,42,28,1,1.46511627906977,2.17241379310345,31.5,199.767441860465,296.206896551724,4295,20.5116279069767,30.4137931034483,441
Pacific,45.192361,-119.326172,41-45,1649574,Churner,60,5508,987,0.901740530972679,98.1876283488763,0,1.68085106382979,18,47,34,1,1.25,1.71428571428571,30,114.75,157.371428571429,2754,20.5625,28.2,493.5
Pacific,45.192361,-119.326172,41-45,790536,Churner,67,4244,420,5.35355268170488,303.222968162131,0,0,43,20,14,1,3.19047619047619,4.46666666666667,33.5,202.095238095238,282.933333333333,2122,20,28,210
Pacific,45.192361,-119.326172,41-45,1668957,Churner,10,1418,210,0,206.802535982731,0,3.3,21,10,7,1,0.909090909090909,1.25,5,128.909090909091,177.25,709,19.0909090909091,26.25,105
Pacific,45.192361,-119.326172,41-45,1411157,Churner,22,594,189,2.06827894099848,61.5934249737746,0,8.77777777777778,4,9,8,1,2.2,2.44444444444444,11,59.4,66,297,18.9,21,94.5
Pacific,45.192361,-119.326172,46-50,135436,Churner,43,3066,819,0.307354740604728,68.4142241999023,0,1.66666666666667,16,39,23,1,1.075,1.79166666666667,21.5,76.65,127.75,1533,20.475,34.125,409.5
Pacific,45.192361,-119.326172,46-50,1513448,Churner,52,4164,987,0.429055715100614,57.2088696279459,0,0.531914893617021,68,47,40,1,1.08333333333333,1.26829268292683,26,86.75,101.560975609756,2082,20.5625,24.0731707317073,493.5
Pacific,45.192361,-119.326172,46-50,2156279,Churner,2,161,42,0,16.2634559672906,0,0,93,2,2,1,0.666666666666667,0.666666666666667,1,53.6666666666667,53.6666666666667,80.5,14,14,21
Pacific,45.192361,-119.326172,46-50,1816525,Churner,5,651,105,0,52.5471217099472,0,0,37,5,4,1,0.833333333333333,1,2.5,108.5,130.2,325.5,17.5,21,52.5
Pacific,45.192361,-119.326172,46-50,2097787,Churner,4,74,42,0,29.698484809835,0,0,41,2,2,1,1.33333333333333,1.33333333333333,2,24.6666666666667,24.6666666666667,37,14,14,21
Pacific,45.192361,-119.326172,46-50,2018041,Nonchurner,12,988,210,0.421637021355784,52.3615635111609,0,0,60,10,10,1,1.09090909090909,1.09090909090909,6,89.8181818181818,89.8181818181818,494,19.0909090909091,19.0909090909091,105
Pacific,45.192361,-119.326172,46-50,1644715,Nonchurner,45,3036,420,2.7505980211009,103.689617812514,0,1.8,24,20,13,1,2.14285714285714,3.21428571428571,22.5,144.571428571429,216.857142857143,1518,20,30,210
Pacific,45.192361,-119.326172,46-50,1694796,Churner,17,9442,294,0.42581531362632,683.036288515165,0,3.28571428571429,5,14,7,1,1.13333333333333,2.125,8.5,629.466666666667,1180.25,4721,19.6,36.75,147
Pacific,45.192361,-119.326172,46-50,1760897,Churner,3,748,63,0,236.857200298689,0,0,16,3,3,1,0.75,0.75,1.5,187,187,374,15.75,15.75,31.5
Pacific,45.192361,-119.326172,46-50,1852745,Churner,150,13853,2646,0.57569833370314,108.344953222976,0,0.46031746031746,16,126,76,1,1.18110236220472,1.94805194805195,75,109.07874015748,179.909090909091,6926.5,20.8346456692913,34.3636363636364,1323
Pacific,45.192361,-119.326172,46-50,1833553,Churner,5,303,63,0.577350269189626,73.1368580129062,0,0,74,3,3,1,1.25,1.25,2.5,75.75,75.75,151.5,15.75,15.75,31.5
Pacific,45.192361,-119.326172,46-50,1627329,Nonchurner,47,3919,693,0.902437775912522,169.29837386679,0,0.515151515151515,43,33,21,1,1.38235294117647,2.13636363636364,23.5,115.264705882353,178.136363636364,1959.5,20.3823529411765,31.5,346.5
Pacific,45.192361,-119.326172,46-50,2145884,Churner,13,1913,63,3.51188458428425,829.563941678599,0,0,17,3,3,1,3.25,3.25,6.5,478.25,478.25,956.5,15.75,15.75,31.5
Pacific,45.192361,-119.326172,46-50,2138800,Churner,14,768,231,0.467099366496914,66.5654838212991,0,0,52,11,11,1,1.16666666666667,1.16666666666667,7,64,64,384,19.25,19.25,115.5
Pacific,45.192361,-119.326172,46-50,1709384,Churner,17,1269,294,0.578934223521839,30.883421350066,0,0,16,14,13,1,1.13333333333333,1.21428571428571,8.5,84.6,90.6428571428571,634.5,19.6,21,147
Pacific,45.192361,-119.326172,46-50,1475449,Churner,25,2548,441,0.402373908081478,104.031405514553,0,0,37,21,17,1,1.13636363636364,1.38888888888889,12.5,115.818181818182,141.555555555556,1274,20.0454545454545,24.5,220.5
Pacific,45.192361,-119.326172,46-50,1783940,Nonchurner,5,545,63,0.577350269189626,164.627863174292,0,0,92,3,3,1,1.25,1.25,2.5,136.25,136.25,272.5,15.75,15.75,31.5
Pacific,45.192361,-119.326172,46-50,1803259,Churner,24,3381,504,0,106.895443633324,0,0,38,24,17,1,0.96,1.33333333333333,12,135.24,187.833333333333,1690.5,20.16,28,252
Pacific,45.192361,-119.326172,46-50,1242836,Churner,15,1290,252,0.621581560508061,58.3632823551994,0,0,38,12,12,1,1.15384615384615,1.15384615384615,7.5,99.2307692307692,99.2307692307692,645,19.3846153846154,19.3846153846154,126
Pacific,45.192361,-119.326172,46-50,2099385,Nonchurner,5,224,84,0.5,23.2665711554869,0,4.25,0,4,4,1,1,1,2.5,44.8,44.8,112,16.8,16.8,42
Pacific,45.192361,-119.326172,51-55,1377316,Nonchurner,44,3469,546,1.43580585788555,90.6409060311835,0,0.384615384615385,14,26,20,1,1.62962962962963,2.0952380952381,22,128.481481481482,165.190476190476,1734.5,20.2222222222222,26,273
Pacific,45.192361,-119.326172,51-55,2050300,Churner,12,1772,210,0.632455532033676,83.1555436783649,0,0,37,10,10,1,1.09090909090909,1.09090909090909,6,161.090909090909,161.090909090909,886,19.0909090909091,19.0909090909091,105
Pacific,45.192361,-119.326172,51-55,842808,Churner,5,305,105,0,29.6057426861749,0,0,1,5,5,1,0.833333333333333,0.833333333333333,2.5,50.8333333333333,50.8333333333333,152.5,17.5,17.5,52.5
Pacific,45.192361,-119.326172,51-55,1068436,Churner,7,783,63,1.15470053837925,129.1046087481,0,20.3333333333333,11,3,2,1,1.75,2.33333333333333,3.5,195.75,261,391.5,15.75,21,31.5
